"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1600",24.58,1,0,1,0,0,0,1,0,0
"1601",21.09,1,0,1,0,0,0,1,0,0
"1602",23.24,1,0,0,0,0,0,1,0,0
"1603",26.94,1,0,1,0,0,0,1,0,0
"1604",31.95,1,0,0,0,0,1,1,0,0
"1605",21.98,1,0,0,0,0,0,1,0,0
"1606",19.53,1,0,0,1,0,1,1,0,0
"1607",18.06,1,0,1,0,0,1,1,0,0
"1608",21.92,1,0,0,1,0,0,1,0,0
"1609",17.14,1,0,0,0,0,0,1,0,0
"1610",28.28,1,0,1,0,0,0,1,0,0
"1611",19.52,1,0,1,0,0,0,1,0,0
"1612",29.46,1,0,0,1,0,0,1,0,0
"1613",29.07,1,0,1,0,0,1,1,0,0
"1614",20.15,0,0,1,0,0,0,1,0,0
"1615",19.43,1,0,1,0,0,0,1,0,0
"1616",21.28,1,0,1,0,0,0,1,0,0
"1617",17.13,1,0,1,0,0,0,1,0,0
"1618",20.27,0,1,0,0,0,0,1,0,0
"1619",18.24,1,0,1,1,0,1,1,0,0
"1620",19.77,1,0,0,0,0,1,1,0,0
"1621",17.92,1,0,1,1,0,0,1,0,0
"1622",21.41,1,0,0,0,0,0,1,0,0
"1623",25.35,1,0,1,0,0,0,1,0,0
"1624",18.66,0,0,1,1,0,0,1,0,0
"1625",19.09,1,0,1,0,0,0,1,0,0
"1626",17.11,1,0,0,0,0,0,1,0,0
"1627",28.62,1,0,0,0,0,0,1,0,0
"1628",23.53,0,1,0,0,0,0,1,0,0
"1629",19.91,1,0,1,0,0,1,1,0,0
"1630",20.13,1,0,1,0,0,1,1,0,0
"1631",21.44,1,0,0,0,0,0,1,0,0
"1632",25.87,1,0,1,0,0,1,1,0,0
"1633",19.33,1,0,0,0,0,0,1,0,0
"1634",20.75,0,1,1,0,0,0,1,0,0
"1635",30.78,1,0,1,0,0,1,1,0,0
"1636",21.36,1,0,0,0,0,0,1,0,0
"1637",25.41,1,0,0,0,0,0,1,0,0
"1638",26.26,1,0,1,1,0,1,1,0,0
"1639",23.65,0,1,0,0,0,0,1,0,0
"1640",30.01,1,0,0,0,0,0,1,0,0
"1641",25.17,1,0,1,0,0,0,1,0,0
"1642",26.49,0,0,0,0,0,0,1,0,0
"1643",21.14,1,0,0,0,0,0,1,0,0
"1644",28.48,1,0,1,0,0,0,1,0,0
"1645",24.46,0,1,0,0,0,1,1,0,0
"1646",34.2,0,1,1,0,0,1,1,0,0
"1647",21.63,0,1,0,0,0,1,1,0,0
"1648",24.54,1,0,0,0,0,1,1,1,0
"1649",18.89,1,0,1,1,0,1,1,0,0
"1650",30.68,1,0,1,0,0,1,1,0,0
"1651",20.28,1,0,0,0,0,0,1,0,0
"1652",18.66,1,0,0,0,0,0,1,0,0
"1653",24.44,1,0,0,0,0,0,1,0,0
"1654",22.86,1,0,0,0,0,0,1,0,0
"1655",21.29,1,0,0,0,0,1,1,0,0
"1656",27.28,1,0,1,0,0,0,1,0,0
"1657",31.26,1,0,1,0,0,0,1,0,0
"1658",44.05,1,0,1,0,0,1,1,0,0
"1659",17.97,0,0,0,0,0,1,1,0,0
"1660",24.16,1,0,0,0,0,1,1,1,0
"1661",20.5,1,0,0,0,0,0,1,0,0
"1662",26.79,0,1,0,0,0,1,1,1,0
"1663",36.42,1,0,0,0,0,1,1,1,0
"1664",17.25,1,0,1,1,0,0,1,0,0
"1665",19.26,1,0,0,0,0,0,1,0,0
"1666",20.67,1,0,0,0,0,0,1,0,0
"1667",20.23,1,0,1,0,0,0,1,0,0
"1668",21.04,1,0,0,0,0,0,1,0,0
"1669",22.24,0,0,1,0,0,0,1,0,0
"1670",24.25,1,0,1,0,0,1,1,0,0
"1671",23.5,1,0,1,0,0,0,1,0,0
"1672",19.96,1,0,1,0,0,0,1,0,0
"1673",23.78,1,0,1,0,0,0,1,0,0
"1674",21.6,1,0,0,0,0,0,1,0,0
"1675",22.03,1,0,0,0,0,1,1,0,0
"1676",24.77,0,1,0,0,0,0,1,0,0
"1677",31.05,1,0,0,0,0,0,1,0,0
"1678",28.58,1,0,1,0,0,0,1,0,0
"1679",20.25,1,0,0,0,0,0,1,0,0
"1680",18.84,1,0,0,0,0,1,1,0,0
"1681",22.6,1,0,0,0,0,0,1,0,0
"1682",23.12,1,0,0,0,0,0,1,0,0
"1683",21.87,1,0,0,0,0,0,1,0,0
"1684",18.05,0,0,0,0,1,1,1,1,0
"1685",25.23,1,0,0,0,0,0,1,0,0
"1686",30.69,1,0,0,0,0,0,1,0,0
"1687",23.65,1,0,1,0,0,0,1,0,0
"1688",31.8,1,0,1,0,0,1,1,1,0
"1689",32.76,1,0,1,0,0,0,1,0,0
"1690",25.83,1,0,0,1,0,0,1,0,0
"1691",21.8,1,0,0,1,0,1,1,0,0
"1692",17.42,1,0,0,0,0,0,1,0,0
"1693",21.79,1,0,0,1,0,1,1,0,0
"1694",19.12,1,0,1,0,1,1,1,0,0
"1695",22.32,1,0,1,0,0,0,1,0,0
"1696",36.27,1,0,1,0,0,0,1,0,0
"1697",23.16,1,0,0,0,0,0,1,0,0
"1698",20.64,1,0,1,0,0,0,1,0,0
"1699",20.51,1,0,1,0,0,0,1,0,0
"1700",32.59,1,0,1,0,0,0,1,0,0
"1701",16.91,0,1,1,1,0,0,1,0,0
"1702",20.82,1,0,0,1,0,0,1,0,0
"1703",19.77,1,0,0,0,0,0,1,0,0
"1704",20.71,1,0,1,0,0,0,1,0,0
"1705",19.46,1,0,0,0,0,0,1,0,0
"1706",20.16,1,0,1,0,0,0,1,0,0
"1707",23.53,1,0,1,0,0,1,1,0,0
"1708",22.95,1,0,1,0,0,0,1,0,0
"1709",19.15,1,0,1,0,0,0,1,0,0
"1710",20.34,1,0,0,1,0,1,1,0,0
"1711",26.6,1,0,1,0,0,1,1,0,0
"1712",23.82,0,1,0,1,0,1,1,0,0
"1713",24.86,1,0,0,0,1,1,1,1,0
"1714",38.5,0,1,1,1,0,1,1,0,0
"1715",22.91,1,0,0,0,0,0,1,0,0
"1716",19.19,1,0,1,1,0,1,1,0,0
"1717",23.67,1,0,0,0,0,0,1,0,0
"1718",22.19,1,0,0,0,0,0,1,0,0
"1719",20.08,1,0,1,0,0,1,1,0,0
"1720",26.65,1,0,1,0,0,1,1,0,0
"1721",19.85,1,0,1,0,0,1,1,0,0
"1722",32.47,1,0,1,0,0,0,1,0,0
"1723",20.82,1,0,0,0,0,1,1,0,0
"1724",16.28,0,1,1,0,0,0,1,1,0
"1725",18.26,1,0,1,0,0,0,1,1,0
"1726",19.53,1,0,0,0,0,0,1,0,0
"1727",24.66,1,0,0,0,0,0,1,0,0
"1728",33.69,1,0,0,0,0,0,1,0,0
"1729",26.95,0,1,0,0,0,0,1,0,0
"1730",25.59,1,0,0,0,0,0,1,0,0
"1731",23.82,0,0,1,0,0,1,1,0,0
"1732",23.24,1,0,1,1,0,0,1,0,0
"1733",31,1,0,1,0,0,1,1,0,0
"1734",33.47,1,0,1,0,0,1,1,0,0
"1735",21.79,1,0,1,0,0,0,1,0,0
"1736",23.01,1,0,1,0,0,1,1,1,0
"1737",20.47,1,0,0,0,0,0,1,0,0
"1738",20.1,1,0,0,1,0,1,1,0,0
"1739",20.6,1,0,0,0,0,1,1,0,0
"1740",21.29,1,0,0,0,0,0,1,0,0
"1741",21.26,1,0,0,0,0,0,1,0,0
"1742",21.86,0,0,0,0,0,1,1,0,0
"1743",26.61,1,0,0,0,1,0,1,0,0
"1744",19.82,1,0,1,0,0,0,1,0,0
"1745",21.87,1,0,1,0,0,0,1,0,0
"1746",22.48,0,0,0,0,0,1,1,0,0
"1747",22.25,1,0,1,0,0,0,1,0,0
"1748",18.55,1,0,1,0,0,0,1,0,0
"1749",32.12,0,0,0,0,0,0,1,0,0
"1750",25.26,0,0,0,0,0,0,1,0,0
"1751",18.74,1,0,1,0,0,1,1,0,0
"1752",28.22,1,0,1,0,0,0,1,0,0
"1753",17.57,1,0,1,0,0,1,1,1,0
"1754",38.75,0,1,1,0,0,0,1,0,0
"1755",32.33,1,0,1,0,0,0,1,0,0
"1756",26.16,0,1,0,0,0,0,1,0,0
"1757",27.85,0,1,0,0,1,0,1,0,0
"1758",36.1,1,0,0,1,0,0,1,0,0
"1759",26.99,1,0,1,0,0,0,1,0,0
"1760",26.4,1,0,1,0,0,0,1,0,0
"1761",30.38,1,0,1,1,0,0,1,0,0
"1762",21.71,0,0,0,0,0,0,1,0,0
"1763",35.87,1,0,0,0,0,1,1,0,0
"1764",22.02,1,0,0,0,0,0,1,0,0
"1765",22.32,1,0,0,0,0,0,1,0,0
"1766",18.64,1,0,0,0,0,0,1,0,0
"1767",20.99,1,0,0,0,0,0,1,0,0
"1768",18.54,1,0,0,0,0,0,1,0,0
"1769",20.27,1,0,1,0,0,0,1,0,0
"1770",20.17,1,0,1,0,0,0,1,0,0
"1771",16.36,1,0,1,1,0,0,1,0,0
"1772",21.68,0,1,0,0,0,0,1,0,0
"1773",32.15,1,0,1,1,0,1,1,0,0
"1774",20.15,1,0,1,0,0,0,1,0,0
"1775",18.21,1,0,0,0,0,0,1,0,0
"1776",20.1,1,0,1,0,0,0,1,0,0
"1777",17.01,1,0,0,0,0,0,1,0,0
"1778",17.15,1,0,0,0,0,0,1,0,0
"1779",23.59,1,0,1,0,0,0,1,0,0
"1780",32.26,1,0,0,0,0,0,1,0,0
"1781",24.19,1,0,0,0,0,0,1,0,0
"1782",18.71,1,0,1,0,0,0,1,0,0
"1783",19.85,1,0,1,0,0,0,1,0,0
"1784",31.17,1,0,0,0,0,1,1,1,0
"1785",37.31,0,1,0,1,0,1,1,1,0
"1786",42.52,0,1,1,1,0,1,1,0,1
"1787",17.6,1,0,0,0,1,0,1,0,0
"1788",20.81,1,0,0,0,0,0,1,0,0
"1789",28.96,1,0,1,0,0,0,1,0,0
"1790",33.2,1,0,0,0,0,1,1,0,0
"1791",27.99,0,1,0,0,0,1,1,0,0
"1792",22.43,1,0,1,0,0,0,1,0,0
"1793",25.15,1,0,1,0,0,0,1,0,0
"1794",19.61,0,0,0,0,0,0,1,0,0
"1795",31.88,1,0,0,0,0,1,1,0,0
"1796",25.75,1,0,0,0,0,0,1,0,0
"1797",22.82,1,0,1,0,0,0,1,0,0
"1798",23.7,0,1,0,0,0,0,1,0,0
"1799",19.53,1,0,1,0,0,0,1,0,0
"1800",28.71,1,0,0,0,0,1,1,0,0
"1801",18.5,1,0,0,0,0,0,1,0,0
"1802",18.3,0,1,0,0,0,0,1,0,0
"1803",22.12,1,0,0,0,0,0,1,0,0
"1804",19.77,1,0,0,1,0,0,1,0,0
"1805",21.31,1,0,1,0,0,0,1,0,0
"1806",24.84,1,0,0,0,0,0,1,0,0
"1807",21.43,1,0,1,0,0,0,1,0,0
"1808",35.24,1,0,1,1,0,1,1,0,0
"1809",31.99,1,0,1,0,0,0,1,0,0
"1810",33.72,1,0,1,1,0,0,1,0,0
"1811",22.46,1,0,1,0,0,0,1,0,0
"1812",20.28,1,0,0,0,0,0,1,0,0
"1813",37.37,0,1,1,0,0,1,1,0,0
"1814",21.7,1,0,0,0,0,0,1,0,0
"1815",25.95,1,0,0,0,0,0,1,0,0
"1816",31.56,1,0,1,0,0,0,1,0,0
"1817",25.14,1,0,1,1,0,0,1,0,0
"1818",24.86,1,0,0,0,0,0,1,0,0
"1819",18.56,0,0,0,0,0,0,1,0,0
"1820",22.31,1,0,1,0,0,0,1,0,0
"1821",27.1,1,0,0,0,1,0,1,0,0
"1822",26.26,1,0,0,0,0,1,1,1,0
"1823",32.45,1,0,1,1,0,1,1,1,0
"1824",18.73,1,0,1,0,1,1,1,0,0
"1825",20.67,1,0,0,0,0,0,1,0,0
"1826",20.95,1,0,1,0,0,0,1,0,0
"1827",20.05,1,0,1,0,0,0,1,0,0
"1828",22.94,1,0,0,0,0,0,1,0,0
"1829",47.54,1,0,1,0,0,0,1,0,0
"1830",24.43,0,1,0,0,0,0,1,0,0
"1831",21.81,1,0,0,0,0,0,1,0,0
"1832",23.04,1,0,1,0,0,0,1,0,0
"1833",31.84,1,0,1,0,0,0,1,0,0
"1834",20.85,1,0,0,1,0,0,1,0,0
"1835",21,1,0,0,0,0,0,1,0,0
"1836",20.12,1,0,0,0,0,0,1,0,0
"1837",18.98,1,0,1,0,0,0,1,0,0
"1838",18.8,1,0,0,0,0,0,1,0,0
"1839",21.98,0,0,0,0,0,0,1,0,0
"1840",25.62,1,0,0,0,0,0,1,0,0
"1841",19.88,1,0,1,1,0,0,1,0,0
"1842",23.91,1,0,1,0,0,0,1,0,0
"1843",23.09,0,0,0,0,0,0,1,0,0
"1844",33.75,0,1,1,0,0,1,1,0,0
"1845",22.51,1,0,0,0,0,0,1,0,0
"1846",21.39,1,0,0,0,0,0,1,0,0
"1847",23.78,0,0,0,0,0,1,1,0,0
"1848",17.44,1,0,1,0,0,0,1,0,0
"1849",25.53,1,0,0,0,0,1,1,0,0
"1850",28.36,1,0,0,0,0,1,1,0,0
"1851",56.27,1,0,1,0,0,1,1,0,0
"1852",44.47,1,0,0,0,0,1,1,1,0
"1853",36.92,1,0,1,0,0,1,1,0,0
"1854",27.93,1,0,1,0,0,1,1,0,0
"1855",25.38,1,0,0,0,0,0,1,0,0
"1856",27.73,0,1,1,0,0,0,1,0,0
"1857",19.69,0,0,1,1,0,1,1,0,0
"1858",24.2,1,0,0,0,0,1,1,0,0
"1859",18.14,0,1,1,0,0,0,1,0,0
"1860",22.06,0,1,1,0,0,0,1,0,0
"1861",24.16,1,0,0,1,0,1,1,0,0
"1862",21.76,1,0,1,0,0,1,1,0,0
"1863",18.41,0,1,1,0,0,0,1,0,0
"1864",18.66,1,0,1,0,0,0,1,0,0
"1865",23.86,0,0,1,0,0,0,1,0,0
"1866",23.6,1,0,1,0,0,0,1,0,0
"1867",19.44,0,0,0,0,0,0,1,0,0
"1868",18.44,1,0,1,0,0,0,1,0,0
"1869",30.41,1,0,1,1,1,1,1,0,0
"1870",31.55,1,0,0,0,0,1,1,1,0
"1871",30.71,1,0,0,1,0,0,1,0,0
"1872",21.02,0,0,1,0,0,0,1,0,0
"1873",29.63,1,0,0,0,0,1,1,1,1
"1874",34.82,1,0,0,0,0,1,1,0,0
"1875",30.8,1,0,0,0,1,0,1,0,0
"1876",29.37,0,1,1,0,0,1,1,0,0
"1877",23.15,0,1,0,0,0,1,1,1,0
"1878",27.58,1,0,0,0,1,0,1,0,0
"1879",21.47,1,0,0,0,0,0,1,0,0
"1880",22.71,1,0,0,0,0,1,1,1,0
"1881",19.88,0,0,0,0,0,0,1,0,0
"1882",19.32,1,0,1,0,0,0,1,0,0
"1883",17.97,1,0,0,0,0,0,1,0,0
"1884",19.47,1,0,0,0,0,0,1,0,0
"1885",32.55,0,0,0,1,0,0,1,0,0
"1886",21.97,0,1,1,0,0,0,1,0,0
"1887",23.87,1,0,1,0,0,0,1,0,0
"1888",21.67,1,0,0,0,0,0,1,0,0
"1889",24.88,1,0,0,0,0,0,1,0,0
"1890",21.13,0,1,1,0,0,1,1,0,0
"1891",18.64,1,0,0,0,0,0,1,0,0
"1892",31.85,1,0,0,1,0,1,1,0,0
"1893",27.89,1,0,0,0,1,1,1,0,0
"1894",18.66,1,0,0,0,0,1,1,0,0
"1895",30.12,1,0,0,0,1,0,1,0,0
"1896",25.14,1,0,1,0,0,0,1,0,0
"1897",25.06,1,0,1,0,0,0,1,0,0
"1898",20.07,1,0,1,1,0,0,1,0,0
"1899",21.6,1,0,1,0,0,1,1,0,0
"1900",25.58,1,0,0,0,0,0,1,0,0
"1901",20.24,0,0,0,0,0,0,1,0,0
"1902",19.42,1,0,0,0,0,0,1,0,0
"1903",22.14,1,0,0,0,0,1,1,0,0
"1904",19.57,1,0,1,1,0,0,1,0,0
"1905",19.87,1,0,0,0,0,0,1,0,0
"1906",19.39,1,0,0,0,0,0,1,0,0
"1907",19.39,0,0,0,0,0,0,1,0,0
"1908",19.63,1,0,0,0,0,0,1,0,0
"1909",18.6,1,0,0,0,0,0,1,0,0
"1910",21.95,1,0,1,0,0,0,1,0,0
"1911",41,1,0,0,0,0,0,1,0,0
"1912",20.97,1,0,0,0,0,1,1,0,0
"1913",17.6,1,0,0,0,0,0,1,0,0
"1914",21.39,0,1,1,0,0,0,1,0,0
"1915",25.74,0,0,0,0,0,1,1,0,0
"1916",32.86,1,0,0,0,0,0,1,0,0
"1917",22.06,0,0,0,0,0,0,1,0,0
"1918",32.25,1,0,1,0,0,1,1,0,0
"1919",23.35,1,0,1,0,0,0,1,0,0
"1920",23.02,0,0,1,0,0,1,1,0,0
"1921",42.19,1,0,1,0,0,1,1,0,0
"1922",26.09,1,0,1,0,0,1,1,0,0
"1923",19.61,1,0,0,1,0,0,1,0,0
"1924",18.69,1,0,1,0,0,0,1,0,0
"1925",24.96,1,0,1,0,0,1,1,0,0
"1926",22.46,1,0,1,0,0,0,1,0,0
"1927",19.19,1,0,0,0,0,0,1,0,0
"1928",26.9,0,1,0,0,0,0,1,0,0
"1929",23.02,1,0,0,0,1,0,1,0,0
"1930",19.81,1,0,1,0,0,0,1,0,0
"1931",20.16,1,0,1,0,0,0,1,0,0
"1932",19.92,1,0,0,0,1,0,1,0,0
"1933",19.24,1,0,1,0,0,0,1,0,0
"1934",20.62,0,0,0,0,0,0,1,0,0
"1935",27.76,1,0,1,1,0,0,1,0,0
"1936",23.13,1,0,0,0,0,1,1,0,0
"1937",21.47,1,0,0,0,0,0,1,0,0
"1938",20.87,0,0,0,0,0,0,1,0,0
"1939",21.57,1,0,1,0,0,0,1,0,0
"1940",37.28,1,0,0,1,0,1,1,0,0
"1941",25.49,1,0,1,0,1,1,1,0,0
"1942",28.8,1,0,0,0,0,1,1,1,0
"1943",48.08,1,0,1,0,0,1,1,0,0
"1944",20.74,1,0,0,0,0,1,1,1,0
"1945",40.2,1,0,0,0,0,1,1,0,1
"1946",28.08,1,0,1,0,0,1,1,0,0
"1947",17.01,1,0,0,0,0,0,1,0,0
"1948",20.59,1,0,0,0,0,0,1,0,0
"1949",20.03,1,0,1,0,0,0,1,0,0
"1950",31.2,1,0,0,0,0,1,1,0,0
"1951",18.5,1,0,0,1,0,1,1,0,0
"1952",37.56,1,0,1,1,0,1,1,0,0
"1953",23.13,1,0,1,0,0,1,1,0,0
"1954",23.76,1,0,0,0,0,0,1,0,0
"1955",23.32,1,0,1,0,0,0,1,0,0
"1956",21.19,1,0,1,0,0,0,1,0,0
"1957",23.35,1,0,0,0,0,0,1,0,0
"1958",24.51,1,0,1,1,1,1,1,1,0
"1959",23.48,1,0,1,0,0,0,1,0,0
"1960",29.63,1,0,1,0,0,0,1,0,0
"1961",29.92,1,0,0,0,1,0,1,0,0
"1962",21.96,1,0,1,1,1,1,1,1,0
"1963",17.79,0,1,0,0,0,1,1,1,0
"1964",22.61,1,0,1,0,0,0,1,0,0
"1965",17.44,1,0,1,0,0,0,1,0,0
"1966",20.56,1,0,0,0,0,0,1,0,0
"1967",24.85,1,0,0,0,0,0,1,0,0
"1968",20.29,1,0,0,0,0,0,1,0,0
"1969",18.05,1,0,0,0,0,0,1,0,0
"1970",17.85,1,0,0,0,0,0,1,0,0
"1971",26.81,0,0,1,0,0,0,1,0,0
"1972",26.12,1,0,1,0,0,0,1,0,0
"1973",29.58,1,0,0,0,0,1,1,0,0
"1974",23.47,1,0,0,0,0,0,1,0,0
"1975",37.14,0,0,0,0,0,0,1,0,0
"1976",29.85,1,0,1,0,0,0,1,0,0
"1977",20.14,1,0,1,0,0,0,1,0,0
"1978",24.97,1,0,1,0,0,0,1,0,0
"1979",21.06,1,0,0,0,0,0,1,0,0
"1980",22.28,1,0,0,0,0,1,1,0,0
"1981",22.69,1,0,0,0,0,1,1,0,0
"1982",19.56,0,1,1,0,0,0,1,0,0
"1983",30.28,1,0,1,0,0,0,1,0,0
"1984",19.17,0,0,0,0,0,0,1,0,0
"1985",30.72,1,0,0,0,0,1,1,0,1
"1986",44.49,0,1,1,0,0,1,1,0,0
"1987",21.41,1,0,1,0,0,0,1,0,0
"1988",19.06,0,1,1,0,0,0,1,0,0
"1989",18.15,1,0,1,0,0,1,1,0,0
"1990",23.56,1,0,1,0,0,0,1,0,0
"1991",21.72,1,0,0,0,0,0,1,0,0
"1992",22.34,1,0,1,0,0,0,1,0,0
"1993",25.48,0,0,1,1,0,0,1,0,0
"1994",33.34,1,0,0,1,0,0,1,0,0
"1995",21.8,0,1,1,1,0,0,1,0,0
"1996",21.82,0,1,1,0,0,0,1,0,0
"1997",19.7,0,1,1,0,0,0,1,0,0
"1998",24.82,1,0,0,1,0,1,1,1,0
"1999",20.65,0,0,0,0,0,0,1,1,0
"2000",18.3,1,0,0,0,0,0,1,0,0
"2001",20.54,1,0,0,0,0,0,1,0,0
"2002",20.05,1,0,1,0,0,0,1,0,0
"2003",18.33,1,0,0,0,0,0,1,0,0
"2004",20.94,1,0,0,0,0,0,1,0,0
"2005",17.46,1,0,1,0,0,0,1,0,0
"2006",25.03,0,0,0,0,1,0,1,0,0
"2007",20.54,1,0,0,0,0,0,1,0,0
"2008",18.69,1,0,0,0,0,0,1,0,0
"2009",21.99,1,0,0,0,0,0,1,0,0
"2010",21.26,1,0,0,0,0,0,1,0,0
"2011",51.42,1,0,0,1,0,1,1,0,0
"2012",21.91,1,0,1,0,0,0,1,0,0
"2013",19.09,0,0,1,1,0,1,1,0,0
"2014",23.77,0,0,1,0,0,1,1,0,0
"2015",30.63,1,0,1,0,0,1,1,1,0
"2016",20.15,1,0,0,0,1,1,1,1,1
"2017",40.14,1,0,1,0,0,1,1,0,0
"2018",19.47,1,0,0,0,0,1,1,0,0
"2019",27.65,1,0,0,0,0,0,1,0,0
"2020",22.37,1,0,0,0,0,0,1,0,0
"2021",19.96,1,0,0,0,0,0,1,0,0
"2022",19.07,1,0,0,0,0,0,1,0,0
"2023",22.79,1,0,1,0,0,0,1,0,0
"2024",24.43,1,0,1,0,0,0,1,0,0
"2025",25.83,0,1,1,0,0,0,1,0,0
"2026",31.9,1,0,1,0,0,0,1,0,0
"2027",27.06,0,1,1,0,0,1,1,0,0
"2028",40.86,1,0,0,0,0,1,1,0,0
"2029",19.43,1,0,1,0,0,0,1,0,0
"2030",19.08,0,1,0,0,0,0,1,0,0
"2031",20.68,1,0,1,0,0,0,1,0,0
"2032",20.73,1,0,1,0,0,0,1,0,0
"2033",23.22,0,1,0,0,0,0,1,0,0
"2034",17.81,1,0,1,0,0,0,1,0,0
"2035",30.79,1,0,1,0,0,1,1,0,0
"2036",24.99,0,1,1,0,0,0,1,0,0
"2037",17.93,1,0,1,0,0,0,1,0,0
"2038",30.05,1,0,0,1,0,1,1,0,0
"2039",16.3,1,0,1,0,0,0,1,0,0
"2040",37.33,1,0,0,0,0,0,1,0,0
"2041",22.58,0,0,1,0,0,0,1,0,0
"2042",22.52,1,0,0,0,0,0,1,0,0
"2043",20.68,0,1,1,0,0,1,1,0,0
"2044",35.13,1,0,0,0,0,1,1,0,0
"2045",18.56,0,0,1,0,0,1,1,0,0
"2046",30.26,1,0,0,1,0,1,1,0,0
"2047",22,1,0,1,0,0,1,1,0,0
"2048",21.26,1,0,0,0,0,0,1,0,0
"2049",19.85,1,0,1,0,0,0,1,0,0
"2050",21.48,1,0,1,0,0,0,1,0,0
"2051",22.21,1,0,0,0,0,0,1,0,0
"2052",33.88,1,0,0,0,0,0,1,0,0
"2053",23.8,1,0,0,0,0,0,1,0,0
"2054",20.39,1,0,1,0,0,1,1,0,0
"2055",19.32,1,0,0,1,0,1,1,0,0
"2056",17.9,0,0,0,0,0,0,1,0,0
"2057",18.81,1,0,0,0,1,0,1,0,0
"2058",18.78,1,0,1,0,0,0,1,0,0
"2059",27.64,1,0,0,0,0,0,1,0,0
"2060",24.64,1,0,0,0,1,1,1,1,0
"2061",28.97,1,0,0,0,1,1,1,0,0
"2062",17.66,1,0,0,0,0,0,1,0,0
"2063",29.61,1,0,0,0,0,0,1,0,0
"2064",21.26,1,0,1,0,0,0,1,0,0
"2065",26.29,1,0,0,0,0,0,1,0,0
"2066",18.95,1,0,0,0,0,1,1,1,0
"2067",24.46,1,0,0,0,0,0,1,0,0
"2068",24.55,1,0,1,0,0,0,1,0,0
"2069",22.76,1,0,0,0,0,0,1,0,0
"2070",33.38,1,0,1,0,0,0,1,0,0
"2071",16.77,1,0,0,0,0,0,1,0,0
"2072",24.8,1,0,0,0,0,0,1,0,0
"2073",14.72,0,0,1,0,0,0,1,0,0
"2074",45.18,1,0,0,1,0,1,1,0,0
"2075",17.24,1,0,0,1,0,0,1,0,0
"2076",23.7,1,0,0,0,0,0,1,1,0
"2077",48.91,0,1,0,1,0,0,1,0,0
"2078",23.23,1,0,0,0,0,0,1,0,0
"2079",21.31,1,0,0,0,0,0,1,0,0
"2080",21.18,1,0,0,0,0,0,1,0,0
"2081",20.83,1,0,1,0,0,0,1,0,0
"2082",35.84,0,1,0,0,0,1,1,0,0
"2083",24.53,0,1,0,1,0,1,1,0,0
"2084",20.34,1,0,0,0,0,0,1,0,0
"2085",22.79,1,0,0,0,0,0,1,0,0
"2086",17.34,1,0,0,0,0,0,1,0,0
"2087",18.55,1,0,1,0,0,0,1,0,0
"2088",20.12,1,0,0,0,0,0,1,0,0
"2089",19.7,0,1,1,1,0,0,1,0,0
"2090",19.13,1,0,0,0,0,0,1,0,0
"2091",19.51,1,0,1,0,0,0,1,0,0
"2092",19.03,1,0,1,0,0,0,1,0,0
"2093",19.45,1,0,0,0,0,0,1,0,0
"2094",17.74,1,0,1,0,0,0,1,0,0
"2095",20.82,1,0,0,1,0,0,1,0,0
"2096",19.35,1,0,0,0,0,0,1,0,0
"2097",21.62,0,1,0,0,0,0,1,0,0
"2098",19.77,1,0,1,0,0,0,1,0,0
"2099",20.32,0,1,1,0,0,0,1,0,0
"2100",23.4,1,0,0,1,0,0,1,0,0
"2101",46.15,1,0,0,1,0,1,1,0,0
"2102",23.13,1,0,1,1,0,1,1,0,0
"2103",19.09,0,0,1,0,0,0,1,0,0
"2104",30.2,1,0,1,1,0,1,1,0,0
"2105",21.62,1,0,1,0,0,0,1,0,0
"2106",25.7,0,1,0,0,0,1,1,0,0
"2107",32.15,1,0,0,0,0,1,1,0,0
"2108",23.75,1,0,0,0,0,1,1,1,0
"2109",18.94,1,0,0,0,0,1,1,0,0
"2110",21.73,1,0,0,0,0,1,1,0,0
"2111",39.91,1,0,0,0,1,1,1,0,1
"2112",25.03,0,0,0,0,0,0,1,0,0
"2113",37.62,0,0,0,1,0,1,1,1,0
"2114",38.52,1,0,1,0,0,1,1,0,0
"2115",14.41,0,1,0,0,0,0,1,0,0
"2116",20.1,1,0,0,0,0,0,1,0,0
"2117",22.19,1,0,0,1,0,0,1,0,0
"2118",33.36,1,0,0,0,0,1,1,1,0
"2119",25.18,1,0,1,1,0,0,1,0,0
"2120",21.91,0,1,1,0,0,0,1,0,0
"2121",23.54,1,0,0,0,0,0,1,0,0
"2122",21.23,1,0,0,1,0,0,1,0,0
"2123",25.91,1,0,1,0,0,0,1,0,0
"2124",24.64,1,0,0,1,0,0,1,0,0
"2125",25.3,1,0,1,0,0,0,1,0,0
"2126",21.52,1,0,1,0,0,1,1,0,0
"2127",26.76,1,0,1,0,0,1,1,1,0
"2128",19.38,1,0,0,0,0,0,1,0,0
"2129",56.57,1,0,1,0,0,0,1,0,0
"2130",20.19,1,0,0,0,0,0,1,0,0
"2131",18.21,1,0,0,0,0,0,1,0,0
"2132",20.34,1,0,0,0,0,0,1,0,0
"2133",23.2,1,0,0,0,0,1,1,1,0
"2134",17.68,1,0,1,0,0,1,1,0,0
"2135",18.26,1,0,0,1,0,0,1,0,0
"2136",23.23,1,0,1,0,0,0,1,0,0
