"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"4183",21.17,1,0,1,0,0,1,1,0,0
"4184",21.89,1,0,0,1,0,0,1,0,0
"4185",20.29,1,0,0,1,0,0,1,0,0
"4186",16.71,1,0,1,0,0,0,1,0,0
"4187",17.97,1,0,0,0,0,0,1,0,0
"4188",22.34,1,0,0,0,0,0,1,0,0
"4189",18.95,1,0,0,0,0,0,1,0,0
"4190",28.01,1,0,0,0,0,0,1,0,0
"4191",31.13,1,0,1,1,0,0,1,0,0
"4192",20.25,1,0,1,0,0,0,1,0,0
"4193",21.62,1,0,1,1,1,1,1,0,0
"4194",22.09,1,0,0,0,0,0,1,0,0
"4195",20.94,1,0,1,1,0,1,1,0,1
"4196",20.71,1,0,1,0,0,1,1,0,0
"4197",38.73,1,0,0,0,0,1,1,0,0
"4198",29.6,1,0,1,0,0,0,1,0,0
"4199",26.09,1,0,0,1,0,0,1,0,0
"4200",33.48,1,0,0,1,0,0,1,0,0
"4201",24.19,1,0,0,0,0,0,1,0,0
"4202",21.23,1,0,1,0,0,0,1,0,0
"4203",30.3,1,0,1,0,0,1,1,0,0
"4204",19.94,0,1,0,0,0,0,1,0,0
"4205",21.42,0,0,0,0,0,0,1,0,0
"4206",19.41,1,0,0,0,0,0,1,0,0
"4207",22.1,0,0,0,1,0,0,1,0,0
"4208",25.96,1,0,0,0,0,0,1,0,0
"4209",21.6,1,0,0,0,0,0,1,0,0
"4210",22.53,1,0,1,0,0,1,1,0,0
"4211",19.87,1,0,0,0,0,0,1,0,0
"4212",24.18,1,0,0,0,0,0,1,0,0
"4213",20.9,1,0,0,0,0,0,1,0,0
"4214",21.78,1,0,0,0,0,1,1,0,0
"4215",41.13,1,0,0,0,0,1,1,0,0
"4216",21.6,1,0,1,0,0,0,1,0,0
"4217",23.69,1,0,0,0,0,0,1,0,0
"4218",38.91,1,0,1,0,0,1,1,0,0
"4219",22.96,1,0,0,0,0,0,1,0,0
"4220",27.29,0,0,0,0,0,1,1,0,0
"4221",39.29,1,0,0,0,0,1,1,1,0
"4222",22.44,1,0,0,0,0,1,1,1,0
"4223",27.87,1,0,0,0,0,0,1,0,0
"4224",35.71,1,0,0,0,0,0,1,0,0
"4225",21.36,1,0,1,0,0,0,1,0,0
"4226",21.6,0,0,0,0,0,1,1,0,0
"4227",34.86,0,1,1,0,0,1,1,0,0
"4228",24.65,0,1,0,1,0,1,1,1,0
"4229",25.4,1,0,0,0,1,1,1,0,0
"4230",23.81,1,0,0,0,0,1,1,0,0
"4231",20.82,0,1,0,0,0,1,1,1,0
"4232",26.49,1,0,0,0,0,1,1,0,0
"4233",29.72,1,0,0,0,0,1,1,0,0
"4234",27.99,1,0,0,0,0,1,1,0,1
"4235",21.14,1,0,0,0,0,0,1,0,0
"4236",32.23,1,0,0,0,0,1,1,0,0
"4237",20.97,1,0,0,0,0,1,1,0,0
"4238",22.54,0,0,0,0,0,0,1,0,0
"4239",31.74,1,0,1,0,0,1,1,1,0
"4240",18.02,1,0,0,0,0,1,1,1,0
"4241",24.6,1,0,0,0,0,0,1,1,0
"4242",26.95,1,0,0,0,1,1,1,0,0
"4243",28.3,1,0,1,0,0,1,1,0,0
"4244",20.29,0,1,0,0,0,0,1,0,0
"4245",23.46,1,0,0,0,0,0,1,0,0
"4246",25.71,1,0,1,0,0,0,1,0,0
"4247",22.64,1,0,0,0,0,0,1,0,0
"4248",43.38,1,0,0,0,0,0,1,0,0
"4249",29.52,0,0,0,0,0,0,1,0,0
"4250",21.58,1,0,0,0,0,0,1,0,0
"4251",28.36,1,0,0,0,0,1,1,1,0
"4252",25.1,1,0,0,0,0,1,1,0,0
"4253",20.67,1,0,1,0,0,1,1,0,0
"4254",22.81,0,0,0,0,0,1,1,0,0
"4255",22.15,1,0,1,0,0,1,1,1,0
"4256",22.38,1,0,0,0,0,0,1,0,0
"4257",21.64,1,0,1,1,0,0,1,0,0
"4258",22.04,1,0,0,0,0,0,1,0,0
"4259",21.63,1,0,1,0,0,0,1,0,0
"4260",18.81,0,1,1,0,0,1,1,0,0
"4261",26.4,1,0,0,0,0,1,1,0,0
"4262",30.65,1,0,1,0,0,1,1,0,0
"4263",22.33,0,1,0,0,0,0,1,0,0
"4264",26.71,1,0,0,0,0,1,1,0,0
"4265",33.39,1,0,0,0,0,1,1,0,0
"4266",22.6,1,0,1,1,1,1,1,0,0
"4267",19.82,1,0,1,0,0,0,1,0,0
"4268",20.08,1,0,0,0,0,0,1,0,0
"4269",14.91,0,0,0,0,0,1,1,0,0
"4270",24.92,1,0,1,0,0,1,1,0,0
"4271",17.35,1,0,0,0,1,1,1,1,0
"4272",30.61,1,0,1,0,0,1,1,0,0
"4273",18.78,0,0,1,0,0,0,1,0,0
"4274",19.53,1,0,0,0,1,1,1,0,0
"4275",22.02,1,0,0,0,1,0,1,0,0
"4276",19.65,1,0,0,0,0,0,1,0,0
"4277",19.61,1,0,0,0,0,0,1,0,0
"4278",24.42,1,0,0,1,0,0,1,0,0
"4279",21.79,1,0,1,0,0,0,1,0,0
"4280",19.97,1,0,0,0,0,0,1,0,0
"4281",21.56,1,0,0,0,0,0,1,0,0
"4282",31.75,1,0,1,1,0,0,1,0,0
"4283",16.92,1,0,0,0,0,0,1,0,0
"4284",20.15,1,0,0,0,0,0,1,0,0
"4285",22.07,1,0,0,0,0,0,1,0,0
"4286",24.07,1,0,0,0,0,0,1,0,0
"4287",24.29,1,0,0,0,0,0,1,0,0
"4288",21.88,1,0,0,0,0,0,1,1,0
"4289",23.67,1,0,0,0,0,0,1,0,0
"4290",17.94,1,0,0,0,0,0,1,0,0
"4291",16.67,1,0,0,0,0,0,1,0,0
"4292",29.05,1,0,0,0,0,0,1,0,0
"4293",21.48,1,0,0,0,0,0,1,0,0
"4294",20.7,1,0,0,0,0,0,1,0,0
"4295",17.47,1,0,0,0,0,0,1,0,0
"4296",32.29,1,0,1,0,0,1,1,0,0
"4297",17.7,1,0,1,1,0,0,1,0,0
"4298",18.49,1,0,0,0,0,0,1,0,0
"4299",16.61,1,0,1,1,0,0,1,0,0
"4300",20.11,0,0,0,0,0,0,1,0,0
"4301",30.48,1,0,0,0,0,0,1,0,0
"4302",22.52,1,0,1,0,0,0,1,0,0
"4303",30.95,1,0,1,0,0,0,1,0,0
"4304",50.34,1,0,0,0,0,0,1,0,0
"4305",32.24,1,0,0,0,0,1,1,0,0
"4306",21.77,1,0,0,0,0,0,1,0,0
"4307",38.87,1,0,0,0,0,0,1,0,0
"4308",24.61,1,0,0,0,0,0,1,0,0
"4309",24.04,1,0,1,1,0,0,1,0,0
"4310",21.97,1,0,1,0,0,1,1,0,0
"4311",49,1,0,0,0,1,1,1,0,0
"4312",31.33,1,0,1,0,0,0,1,0,0
"4313",27.99,1,0,0,1,0,0,1,0,0
"4314",26.5,1,0,1,0,0,0,1,0,0
"4315",21.69,1,0,0,0,0,0,1,0,0
"4316",18.69,1,0,1,0,0,0,1,1,0
"4317",19.76,1,0,0,0,0,0,1,0,0
"4318",21.92,1,0,0,0,0,1,1,0,0
"4319",20.29,1,0,0,0,0,1,1,0,0
"4320",20.91,1,0,1,0,0,0,1,0,0
"4321",20.77,1,0,0,0,1,1,1,0,0
"4322",33.54,1,0,1,0,0,0,1,0,0
"4323",21.19,0,0,0,1,0,1,1,1,0
"4324",19.72,1,0,0,1,0,1,1,0,0
"4325",20.7,1,0,0,0,0,0,1,0,0
"4326",22.18,1,0,0,0,0,0,1,0,0
"4327",28.83,1,0,1,0,0,1,1,0,0
"4328",28.38,0,0,0,0,0,0,1,0,0
"4329",25.88,1,0,0,0,0,1,1,0,0
"4330",24.93,1,0,0,0,0,0,1,0,0
"4331",17.37,1,0,0,0,0,0,1,0,0
"4332",16.3,1,0,1,0,0,0,1,0,0
"4333",20.75,1,0,1,0,0,0,1,0,0
"4334",36.53,1,0,0,0,1,0,1,0,0
"4335",25.03,1,0,1,0,0,0,1,0,0
"4336",43.85,1,0,1,0,0,0,1,0,0
"4337",28.28,0,0,1,0,0,0,1,0,0
"4338",18.81,1,0,0,1,0,1,1,0,0
"4339",18.08,1,0,1,0,0,0,1,0,0
"4340",21.72,0,0,1,0,0,0,1,0,0
"4341",17.06,1,0,1,0,0,0,1,0,0
"4342",21.86,1,0,1,0,0,0,1,0,0
"4343",20.45,0,0,1,1,0,1,1,0,0
"4344",20.57,1,0,1,0,0,1,1,0,0
"4345",25.57,1,0,1,1,0,0,1,0,0
"4346",29.62,0,1,0,0,0,1,1,0,0
"4347",31.25,0,1,1,1,0,1,1,1,0
"4348",25.15,0,0,0,0,0,1,1,1,0
"4349",35.61,1,0,0,0,0,1,1,0,0
"4350",23.46,1,0,0,0,0,0,1,0,0
"4351",21.11,1,0,0,0,0,1,1,0,0
"4352",27.02,1,0,0,0,0,0,1,0,0
"4353",28.18,1,0,0,0,0,1,1,0,0
"4354",34.26,1,0,1,0,0,1,1,0,0
"4355",33.96,1,0,0,0,0,0,1,0,0
"4356",19.97,1,0,0,0,0,0,1,0,0
"4357",19.29,1,0,1,0,0,0,1,0,0
"4358",18.25,1,0,0,0,0,0,1,0,0
"4359",21.18,0,0,0,0,0,0,1,0,0
"4360",19.25,1,0,0,0,0,0,1,0,0
"4361",22.36,0,1,0,0,0,1,1,0,1
"4362",19.52,1,0,1,1,0,1,1,0,0
"4363",19.02,1,0,1,0,0,1,1,0,0
"4364",20.07,1,0,0,0,0,1,1,0,0
"4365",31.67,1,0,1,0,0,1,1,0,0
"4366",23.11,1,0,0,0,0,1,1,0,1
"4367",47.73,1,0,0,0,0,1,1,0,0
"4368",43.79,1,0,0,0,1,1,1,0,0
"4369",22.43,0,0,0,0,0,1,1,0,0
"4370",26.69,1,0,0,0,0,1,1,1,1
"4371",40.23,0,0,0,0,0,1,1,0,0
"4372",20.96,1,0,0,0,0,0,1,0,0
"4373",15.74,1,0,1,0,0,0,1,0,0
"4374",26.5,1,0,1,0,0,1,1,0,0
"4375",29.08,1,0,0,1,0,0,1,0,0
"4376",22.29,1,0,1,1,0,0,1,0,0
"4377",31.4,0,0,0,0,0,0,1,0,0
"4378",32.77,1,0,1,1,0,0,1,0,0
"4379",27.92,1,0,0,1,0,0,1,0,0
"4380",24.59,1,0,1,0,0,0,1,0,0
"4381",28.11,1,0,0,1,0,0,1,0,0
"4382",24.09,0,0,0,0,0,1,1,0,0
"4383",27.12,0,0,1,0,0,1,1,0,0
"4384",18.9,1,0,0,1,0,0,1,0,0
"4385",19.68,1,0,0,0,0,0,1,0,0
"4386",18.28,1,0,0,0,0,0,1,0,0
"4387",23.27,1,0,0,0,0,0,1,0,0
"4388",19.2,1,0,1,0,0,0,1,0,0
"4389",24.79,1,0,0,0,0,0,1,0,0
"4390",33.81,1,0,1,0,0,0,1,0,0
"4391",21.08,1,0,0,0,0,0,1,0,0
"4392",24.85,1,0,1,1,0,1,1,1,0
"4393",30.86,0,0,0,1,0,1,1,0,0
"4394",23.18,1,0,0,0,0,0,1,0,0
"4395",31.85,0,0,0,0,0,1,1,0,0
"4396",21.6,1,0,1,0,0,0,1,0,0
"4397",19.98,1,0,0,0,0,0,1,0,0
"4398",28.99,1,0,1,0,0,0,1,0,0
"4399",18.6,1,0,1,0,0,1,1,0,0
"4400",17.66,1,0,0,0,0,0,1,0,0
"4401",29.06,1,0,0,0,0,0,1,0,0
"4402",19.19,1,0,0,0,0,0,1,0,0
"4403",24.34,1,0,1,0,0,0,1,0,0
"4404",17.9,1,0,0,0,0,0,1,0,0
"4405",30.5,1,0,0,0,0,0,1,0,0
"4406",24.86,1,0,1,0,0,0,1,0,0
"4407",36.1,1,0,1,0,0,0,1,0,0
"4408",30.39,1,0,1,1,0,1,1,0,0
"4409",25.73,1,0,1,1,0,1,1,0,0
"4410",19.66,1,0,1,1,0,0,1,0,0
"4411",23.64,1,0,0,0,0,1,1,0,0
"4412",27.39,1,0,1,0,0,0,1,0,0
"4413",38.06,1,0,1,0,0,0,1,0,0
"4414",25.06,1,0,0,0,0,0,1,0,0
"4415",42.06,1,0,0,0,0,0,1,0,0
"4416",24.17,0,0,1,0,0,1,1,0,0
"4417",24.15,0,1,0,0,0,1,1,0,0
"4418",25.07,1,0,1,0,0,1,1,0,0
"4419",44.96,0,1,0,0,0,0,1,0,0
"4420",21.34,1,0,1,0,0,1,1,0,1
"4421",39.64,1,0,1,1,0,1,1,0,0
"4422",24.23,1,0,0,0,0,1,1,0,1
"4423",16.58,1,0,1,0,0,0,1,0,0
"4424",17.62,1,0,1,0,0,0,1,0,0
"4425",37.07,1,0,1,0,0,1,1,0,0
"4426",31.68,1,0,0,0,0,1,1,0,0
"4427",18.44,1,0,0,0,0,0,1,0,0
"4428",20.49,0,1,1,0,0,1,1,0,0
"4429",21.18,1,0,1,0,0,0,1,0,0
"4430",21.6,0,0,0,0,0,0,1,0,0
"4431",17.95,1,0,0,0,0,0,1,0,0
"4432",18.23,1,0,0,0,0,1,1,0,0
"4433",21.41,1,0,1,0,0,0,1,0,0
"4434",39.43,1,0,0,0,1,0,1,0,0
"4435",24,0,1,0,0,0,0,1,0,0
"4436",22.78,1,0,0,0,1,1,1,0,0
"4437",44.21,1,0,1,0,1,1,1,0,0
"4438",33.62,1,0,1,1,0,0,1,0,0
"4439",33.12,1,0,1,0,0,0,1,0,0
"4440",32.53,1,0,0,0,0,1,1,0,1
"4441",24.42,1,0,1,1,0,0,1,0,0
"4442",22.88,1,0,1,0,0,0,1,0,0
"4443",22.39,1,0,1,0,0,0,1,0,0
"4444",32.02,1,0,0,0,0,0,1,0,0
"4445",21.8,0,1,1,0,0,1,1,0,0
"4446",18.2,0,1,1,1,0,1,1,0,0
"4447",21.16,1,0,0,0,0,0,1,0,0
"4448",47.21,1,0,1,0,0,1,1,0,0
"4449",16.78,1,0,1,0,0,0,1,0,0
"4450",15.93,1,0,1,0,0,0,1,0,0
"4451",18.96,1,0,0,0,0,0,1,0,0
"4452",16.85,0,1,0,0,0,0,1,0,0
"4453",17.97,1,0,1,0,0,0,1,0,0
"4454",20.84,1,0,1,0,0,0,1,0,0
"4455",20.49,1,0,1,0,0,0,1,0,0
"4456",25.97,1,0,1,0,0,1,1,0,0
"4457",20.67,1,0,1,1,0,1,1,0,0
"4458",23.39,1,0,1,0,0,0,1,0,0
"4459",27.8,1,0,0,0,0,1,1,0,0
"4460",27.74,0,1,1,0,0,1,1,1,0
"4461",16.57,0,1,0,0,0,1,1,1,0
"4462",25.03,1,0,1,0,0,1,1,0,0
"4463",45.87,1,0,0,0,0,0,1,0,0
"4464",21.95,1,0,0,0,0,0,1,0,0
"4465",21.67,1,0,1,0,0,0,1,0,0
"4466",20.43,1,0,0,0,0,0,1,0,0
"4467",34.06,1,0,1,0,0,0,1,0,0
"4468",21.88,1,0,0,0,0,0,1,0,0
"4469",20.91,0,1,0,0,0,0,1,0,0
"4470",40.94,1,0,1,0,0,0,1,0,0
"4471",28.67,1,0,1,0,0,0,1,0,0
"4472",23.48,1,0,0,0,0,0,1,0,0
"4473",31.35,1,0,0,0,0,1,1,0,0
"4474",29.3,1,0,1,1,1,0,1,0,0
"4475",17.95,1,0,1,0,0,1,1,0,0
"4476",14.76,1,0,0,0,1,1,1,0,0
"4477",21.57,1,0,1,0,0,1,1,1,0
"4478",24.44,1,0,1,1,0,1,1,0,0
"4479",22.66,1,0,1,0,0,0,1,0,0
"4480",23.72,1,0,0,0,0,1,1,0,0
"4481",20.59,0,1,0,0,0,0,1,0,0
"4482",25.68,0,0,0,0,1,1,1,1,0
"4483",21.75,0,1,1,0,0,0,1,0,0
"4484",17.58,1,0,0,0,0,0,1,0,0
"4485",23.22,1,0,0,0,0,0,1,0,0
"4486",20.8,1,0,0,0,0,0,1,0,0
"4487",28.98,1,0,0,0,0,1,1,0,0
"4488",23.02,1,0,0,0,0,0,1,0,0
"4489",28.63,1,0,1,1,0,0,1,0,0
"4490",25.8,1,0,0,0,0,0,1,0,0
"4491",20.68,1,0,0,0,0,0,1,0,0
"4492",42.92,0,0,1,1,1,0,1,0,0
"4493",20.44,1,0,1,0,0,1,1,0,0
"4494",20.94,1,0,0,0,0,1,1,0,0
"4495",22.72,1,0,0,0,0,0,1,0,0
"4496",18.56,1,0,1,0,0,1,1,0,0
"4497",27.41,1,0,0,0,0,0,1,0,0
"4498",19.31,1,0,0,0,0,0,1,0,0
"4499",16.64,1,0,0,0,0,0,1,0,0
"4500",14.85,1,0,1,0,0,0,1,0,0
"4501",23.44,1,0,0,0,0,1,1,0,0
"4502",22.1,1,0,1,0,0,1,1,1,0
"4503",44.4,0,1,1,0,0,1,1,0,0
"4504",30.17,1,0,0,0,0,0,1,0,0
"4505",31.15,1,0,0,0,0,1,1,0,0
"4506",22.32,1,0,0,0,0,1,1,0,1
"4507",45.39,1,0,0,0,0,1,1,1,0
"4508",47.23,0,1,0,1,0,1,1,0,0
"4509",34.55,1,0,0,0,0,0,1,0,0
"4510",22.73,1,0,0,0,0,0,1,0,0
"4511",18.98,1,0,0,1,0,1,1,0,0
"4512",23.22,1,0,0,0,0,0,1,0,0
"4513",39.77,1,0,0,1,0,1,1,0,0
"4514",23.2,1,0,1,1,0,0,1,0,0
"4515",26.38,0,1,0,0,0,1,1,0,0
"4516",31.93,1,0,1,0,0,0,1,0,0
"4517",20.59,1,0,0,0,0,0,1,0,0
"4518",24.35,1,0,0,0,0,0,1,0,0
"4519",24.3,1,0,0,0,0,0,1,0,0
"4520",23.16,1,0,1,0,0,0,1,0,0
"4521",25.15,1,0,1,1,0,0,1,0,0
"4522",24.28,0,1,0,0,0,0,1,0,0
"4523",27.76,1,0,1,0,0,1,1,0,0
"4524",18.7,1,0,0,0,0,1,1,1,0
"4525",45.02,1,0,1,0,0,1,1,0,0
"4526",27.62,1,0,1,0,0,0,1,0,0
"4527",21.65,0,1,1,0,0,0,1,0,0
"4528",29.28,1,0,1,0,0,0,1,0,0
"4529",20.38,1,0,0,0,0,0,1,0,0
"4530",49.42,1,0,0,0,0,1,1,0,0
"4531",27.77,1,0,1,0,0,1,1,0,0
"4532",20.32,1,0,0,0,0,0,1,0,0
"4533",20.02,1,0,1,0,0,0,1,0,0
"4534",32.78,1,0,1,0,0,0,1,0,0
"4535",32.67,1,0,1,0,0,0,1,0,0
"4536",19.68,1,0,0,0,0,0,1,0,0
"4537",31.17,1,0,1,0,0,0,1,0,0
"4538",20.1,1,0,1,0,0,0,1,0,0
"4539",20.27,1,0,1,1,0,0,1,0,0
"4540",20.8,0,1,0,0,0,0,1,0,0
"4541",20.77,1,0,0,0,0,0,1,0,0
"4542",20.43,1,0,0,0,0,0,1,0,0
"4543",20.51,1,0,0,0,0,0,1,0,0
"4544",18.23,1,0,0,0,0,0,1,0,0
"4545",26.02,1,0,0,0,0,0,1,0,0
"4546",22.43,0,1,0,0,0,0,1,0,0
"4547",18.76,1,0,0,0,0,0,1,0,0
"4548",26.84,0,1,0,0,0,0,1,0,0
"4549",19.39,0,0,0,0,0,0,1,0,0
"4550",23.61,1,0,0,0,0,0,1,0,0
"4551",28.4,1,0,1,0,0,0,1,0,0
"4552",19.65,1,0,1,0,1,1,1,0,0
"4553",23.01,1,0,1,0,1,1,1,0,0
"4554",17.75,1,0,0,1,1,0,1,0,0
"4555",36.11,1,0,1,0,0,1,1,0,0
"4556",23.16,1,0,0,0,0,0,1,0,0
"4557",20.08,1,0,1,0,0,0,1,0,0
"4558",19.49,1,0,0,0,0,0,1,0,0
"4559",21.24,1,0,0,0,0,0,1,0,0
"4560",25.17,0,0,0,0,0,1,1,1,0
"4561",21.11,0,0,0,0,1,0,1,0,0
"4562",21.4,1,0,1,0,0,0,1,0,0
"4563",28.76,1,0,1,0,0,0,1,0,0
"4564",43.06,1,0,1,0,0,1,1,0,0
"4565",23.79,1,0,0,0,0,1,1,0,0
"4566",26.85,1,0,0,0,0,0,1,0,0
"4567",40.11,1,0,1,0,0,1,1,0,0
"4568",17.88,1,0,0,0,0,1,1,0,0
"4569",17.91,1,0,1,0,0,0,1,0,0
"4570",20.58,1,0,1,0,0,0,1,0,0
"4571",50.48,1,0,1,0,0,0,1,0,0
"4572",19.62,0,1,0,0,0,0,1,0,0
"4573",17,1,0,0,0,0,0,1,0,0
"4574",16.73,1,0,1,0,0,0,1,0,0
"4575",19.06,1,0,1,0,0,0,1,0,0
"4576",23.32,0,0,0,0,0,1,1,0,0
"4577",32.22,1,0,1,0,0,1,1,0,0
"4578",23.5,1,0,0,0,0,1,1,0,0
"4579",46.01,1,0,1,0,0,1,1,0,0
"4580",20.58,1,0,0,0,1,0,1,0,0
"4581",17.3,1,0,0,0,0,0,1,0,0
"4582",43.97,1,0,1,1,0,1,1,0,0
"4583",36.49,1,0,1,1,0,1,1,0,0
"4584",42.53,1,0,1,1,0,1,1,0,0
"4585",31.38,1,0,0,0,0,1,1,1,0
"4586",35.41,0,1,0,0,0,1,1,0,0
"4587",22.58,1,0,1,0,0,1,1,1,0
"4588",33.62,1,0,1,0,0,1,1,1,0
"4589",57.13,1,0,0,0,1,1,1,0,0
"4590",19.3,0,1,0,0,0,1,1,1,0
"4591",43.73,1,0,0,0,0,1,1,0,0
"4592",31.3,1,0,1,0,0,1,1,0,0
"4593",26.37,1,0,0,1,0,0,1,0,0
"4594",26.63,1,0,1,0,0,0,1,0,0
"4595",27,1,0,1,0,0,0,1,0,0
"4596",25.05,1,0,1,0,0,0,1,0,0
"4597",18.22,1,0,1,0,0,0,1,0,0
"4598",27.78,1,0,1,0,0,0,1,0,0
"4599",31.24,1,0,0,0,1,1,1,1,0
"4600",21.22,1,0,1,0,0,0,1,0,0
"4601",24.39,1,0,0,0,0,1,1,0,0
"4602",20.27,1,0,1,0,0,1,1,0,0
"4603",20.8,1,0,1,0,0,0,1,0,0
"4604",17.66,1,0,0,0,0,0,1,0,0
"4605",18.96,1,0,0,0,0,0,1,0,0
"4606",24.74,1,0,1,1,0,0,1,0,0
"4607",19.93,1,0,1,0,0,0,1,0,0
"4608",19.69,1,0,1,0,0,1,1,0,0
"4609",24.08,1,0,0,0,0,0,1,0,0
"4610",20.97,0,1,0,0,0,0,1,0,0
"4611",18.76,1,0,1,0,0,1,1,0,0
"4612",19.06,1,0,1,0,0,1,1,0,0
"4613",22.32,1,0,0,0,0,0,1,0,0
"4614",29.63,1,0,1,0,0,1,1,0,1
"4615",35.43,0,1,0,0,1,1,1,0,0
"4616",49.3,0,1,0,0,1,1,1,0,0
"4617",37.62,1,0,1,0,0,0,1,0,0
"4618",21.88,1,0,1,0,0,0,1,0,0
"4619",46.06,1,0,1,0,0,0,1,0,0
"4620",22.15,1,0,0,0,0,0,1,0,0
"4621",19.41,1,0,1,0,0,0,1,0,0
"4622",16.82,1,0,0,0,0,0,1,0,0
"4623",23.86,1,0,1,0,0,0,1,0,0
"4624",20.7,0,1,1,0,0,0,1,0,0
"4625",24.52,1,0,1,0,0,0,1,0,0
"4626",21.68,1,0,0,0,0,0,1,0,0
"4627",30.63,1,0,0,0,0,1,1,1,0
"4628",19.26,1,0,0,0,0,1,1,0,0
"4629",17.78,1,0,0,0,0,0,1,0,0
"4630",20.06,0,0,0,0,0,0,1,0,0
"4631",20.39,1,0,0,0,0,0,1,0,0
"4632",34.79,1,0,0,0,0,1,1,0,0
"4633",24.22,0,1,0,0,0,1,1,1,0
"4634",24.96,0,0,1,0,0,1,1,0,0
"4635",26.35,1,0,0,0,0,1,1,1,0
"4636",18.7,0,1,0,0,1,0,1,0,0
"4637",22.04,1,0,0,0,0,0,1,1,0
"4638",21.61,1,0,0,0,0,0,1,0,0
"4639",18.76,1,0,0,0,0,0,1,0,0
"4640",23.66,1,0,1,1,0,0,1,0,0
"4641",17.12,1,0,1,1,0,1,1,0,0
"4642",23.27,1,0,0,0,0,1,1,0,0
"4643",34.32,1,0,1,0,0,0,1,1,0
"4644",28.39,1,0,1,0,0,1,1,1,0
"4645",35.51,1,0,1,0,0,0,1,0,0
"4646",37.62,1,0,1,0,0,0,1,0,0
"4647",32.31,1,0,0,0,0,0,1,0,0
"4648",35.74,0,0,0,0,0,1,1,0,0
"4649",32.46,1,0,1,0,0,0,1,0,0
"4650",23.74,1,0,0,1,0,0,1,0,0
"4651",21.85,1,0,0,0,0,0,1,0,0
"4652",21.68,1,0,1,0,0,0,1,0,0
"4653",25.51,1,0,1,0,0,0,1,0,0
"4654",24.12,1,0,0,0,0,0,1,0,0
"4655",27.19,1,0,1,1,0,1,1,0,0
"4656",20.28,0,1,0,0,0,0,1,0,0
"4657",17.19,1,0,1,0,0,0,1,0,0
"4658",20.16,1,0,1,0,0,1,1,1,0
"4659",14.46,1,0,1,0,0,0,1,0,0
"4660",16.25,1,0,1,1,0,0,1,0,0
"4661",20.93,1,0,1,0,0,0,1,0,0
"4662",19.02,1,0,1,0,0,0,1,0,0
"4663",18.02,1,0,1,0,0,0,1,0,0
"4664",18.83,1,0,0,0,0,0,1,0,0
"4665",20.15,1,0,0,0,1,0,1,0,0
"4666",56.84,1,0,0,0,0,0,1,0,0
"4667",19.21,1,0,1,0,0,0,1,0,0
"4668",17.57,1,0,0,0,0,0,1,0,0
"4669",16.85,1,0,0,0,0,0,1,0,0
"4670",20.41,1,0,1,0,0,0,1,0,0
"4671",36.82,1,0,0,0,1,1,1,1,0
"4672",49.91,0,1,0,0,0,1,1,0,0
"4673",25.16,1,0,0,0,0,0,1,0,0
"4674",23.94,1,0,1,1,0,0,1,0,0
"4675",22.33,0,1,0,0,0,0,1,0,0
"4676",23.89,1,0,0,0,0,0,1,0,0
"4677",23.66,1,0,1,0,0,1,1,0,0
"4678",21.6,1,0,0,0,0,0,1,0,0
"4679",19.83,0,1,0,1,0,0,1,0,0
"4680",32.42,0,0,0,1,0,0,1,0,0
"4681",24.34,0,0,0,0,0,1,1,0,0
"4682",28.59,1,0,0,1,0,1,1,0,0
"4683",28.79,1,0,0,0,0,1,1,0,0
"4684",34.36,1,0,0,0,0,1,1,0,1
"4685",30.82,1,0,0,0,0,1,1,1,0
"4686",37.28,1,0,0,0,0,0,1,0,0
"4687",19,1,0,0,0,0,0,1,0,0
"4688",18.19,1,0,0,0,0,0,1,0,0
"4689",21.22,1,0,1,0,0,1,1,1,0
"4690",20.17,1,0,0,0,0,0,1,0,0
"4691",25.4,1,0,0,0,0,0,1,0,0
"4692",24.38,1,0,0,0,0,0,1,0,0
"4693",26.34,1,0,1,0,0,0,1,0,0
"4694",36.67,1,0,1,0,0,0,1,0,0
"4695",22.35,1,0,1,0,0,0,1,0,0
"4696",27.17,1,0,1,0,0,1,1,0,0
"4697",25.7,1,0,1,0,0,0,1,0,0
"4698",22.57,1,0,0,0,0,0,1,0,0
"4699",18.87,1,0,0,1,0,0,1,0,0
"4700",18.64,1,0,0,0,0,0,1,0,0
"4701",14.9,1,0,1,0,0,0,1,0,0
"4702",17.51,0,1,1,0,0,0,1,0,0
"4703",20.86,1,0,1,0,0,1,1,0,0
"4704",17.78,1,0,1,0,0,0,1,0,0
"4705",18.08,1,0,1,0,0,0,1,0,0
"4706",17.82,1,0,1,0,0,0,1,0,0
"4707",17.12,1,0,1,0,0,0,1,0,0
"4708",25.34,1,0,0,0,0,0,1,0,0
"4709",20.25,1,0,1,0,0,0,1,0,0
"4710",21.48,1,0,0,0,0,0,1,0,0
"4711",27.32,1,0,0,0,0,0,1,0,0
"4712",31.96,1,0,0,0,0,1,1,1,0
"4713",43.12,0,1,0,0,0,1,1,0,0
"4714",36.61,1,0,1,1,0,0,1,0,0
"4715",22.13,1,0,1,0,0,1,1,0,0
"4716",19.92,1,0,1,0,0,0,1,0,0
"4717",25.28,1,0,1,0,0,0,1,0,0
"4718",22.99,1,0,0,0,0,0,1,0,0
"4719",20.47,1,0,1,0,0,1,1,0,0
